'Time (h)';'Power (W)'
0.0;0.0
0.16666666666666666;0.0
0.3333333333333333;0.0
0.5;0.0
0.6666666666666666;0.0
0.8333333333333334;0.0
1.0;0.0
1.1666666666666667;0.0
1.3333333333333333;0.0
1.5;0.0
1.6666666666666667;0.0
1.8333333333333333;0.0
2.0;0.0
2.1666666666666665;0.0
2.3333333333333335;0.0
2.5;0.0
2.6666666666666665;0.0
2.8333333333333335;0.0
3.0;0.0
3.1666666666666665;0.5555555555555551
3.3333333333333335;1.1111111111111116
3.5;1.6666666666666667
3.6666666666666665;2.222222222222222
3.8333333333333335;2.7777777777777786
4.0;3.3333333333333335
4.166666666666667;3.88888888888889
4.333333333333333;4.444444444444444
4.5;5.0
4.666666666666667;5.555555555555557
4.833333333333333;6.111111111111111
5.0;6.666666666666667
5.166666666666667;7.222222222222223
5.333333333333333;7.777777777777777
5.5;8.333333333333334
5.666666666666667;8.888888888888891
5.833333333333333;9.444444444444445
6.0;10.0
6.166666666666667;9.444444444444443
6.333333333333333;8.88888888888889
6.5;8.333333333333334
6.666666666666667;7.777777777777777
6.833333333333333;7.222222222222223
7.0;6.666666666666666
7.166666666666667;6.11111111111111
7.333333333333333;5.555555555555556
7.5;5.0
7.666666666666667;4.444444444444443
7.833333333333333;3.8888888888888893
8.0;3.333333333333333
8.166666666666666;2.7777777777777795
8.333333333333334;2.2222222222222197
8.5;1.666666666666666
8.666666666666666;1.1111111111111125
8.833333333333334;0.5555555555555536
9.0;0.0
9.166666666666666;6.111111111111089
9.333333333333334;12.222222222222243
9.5;18.333333333333332
9.666666666666666;24.44444444444442
9.833333333333334;30.555555555555575
10.0;36.666666666666664
10.166666666666666;42.77777777777775
10.333333333333334;48.88888888888891
10.5;55.0
10.666666666666666;61.111111111111086
10.833333333333334;67.22222222222224
11.0;73.33333333333333
11.166666666666666;79.44444444444441
11.333333333333334;85.55555555555557
11.5;91.66666666666666
11.666666666666666;97.77777777777774
11.833333333333334;103.8888888888889
12.0;110.0
12.166666666666666;105.55555555555557
12.333333333333334;101.1111111111111
12.5;96.66666666666667
12.666666666666666;92.22222222222223
12.833333333333334;87.77777777777776
13.0;83.33333333333333
13.166666666666666;78.8888888888889
13.333333333333334;74.44444444444443
13.5;70.0
13.666666666666666;65.55555555555557
13.833333333333334;61.11111111111109
14.0;56.666666666666664
14.166666666666666;52.222222222222236
14.333333333333334;47.77777777777776
14.5;43.33333333333333
14.666666666666666;38.8888888888889
14.833333333333334;34.44444444444443
15.0;30.0
15.166666666666666;33.88888888888887
15.333333333333334;37.77777777777779
15.5;41.666666666666664
15.666666666666666;45.55555555555554
15.833333333333334;49.44444444444446
16.0;53.33333333333333
16.166666666666668;57.22222222222225
16.333333333333332;61.111111111111086
16.5;65.0
16.666666666666668;68.88888888888891
16.833333333333332;72.77777777777774
17.0;76.66666666666666
17.166666666666668;80.55555555555557
17.333333333333332;84.44444444444441
17.5;88.33333333333333
17.666666666666668;92.22222222222226
17.833333333333332;96.11111111111109
18.0;100.0
18.166666666666668;98.88888888888889
18.333333333333332;97.77777777777779
18.5;96.66666666666667
18.666666666666668;95.55555555555554
18.833333333333332;94.44444444444446
19.0;93.33333333333333
19.166666666666668;92.22222222222221
19.333333333333332;91.11111111111111
19.5;90.0
19.666666666666668;88.88888888888889
19.833333333333332;87.77777777777779
20.0;86.66666666666667
20.166666666666668;85.55555555555554
20.333333333333332;84.44444444444446
20.5;83.33333333333333
20.666666666666668;82.22222222222221
20.833333333333332;81.11111111111111
21.0;80.0
21.166666666666668;77.2222222222222
21.333333333333332;74.44444444444446
21.5;71.66666666666667
21.666666666666668;68.88888888888887
21.833333333333332;66.11111111111113
22.0;63.33333333333333
22.166666666666668;60.555555555555536
22.333333333333332;57.7777777777778
22.5;55.0
22.666666666666668;52.2222222222222
22.833333333333332;49.44444444444446
23.0;46.666666666666664
23.166666666666668;43.888888888888864
23.333333333333332;41.11111111111113
23.5;38.33333333333333
23.666666666666668;35.555555555555536
23.833333333333332;32.77777777777779
