'Time (h)';'Power (W)'
0.0;328.57142857142856
0.16666666666666666;328.6086734816264
0.3333333333333333;327.82606027221124
0.5;326.5415947741193
0.6666666666666666;325.0732828182866
0.8333333333333334;323.73913023564904
1.0;322.85714285714283
1.1666666666666667;322.6235784311399
1.3333333333333333;322.7477023757557
1.5;322.8170320265412
1.6666666666666667;322.41908471904765
1.8333333333333333;321.14137778882645
2.0;318.57142857142856
2.1666666666666665;314.44860009540105
2.3333333333333335;309.119638161274
2.5;303.0831342625731
2.6666666666666665;296.83767989282427
2.8333333333333335;290.8818665455531
3.0;285.7142857142857
3.1666666666666665;281.7381058433404
3.3333333333333335;278.9748031802066
3.5;277.35043092316636
3.6666666666666665;276.7910422705019
3.8333333333333335;277.22269042049527
4.0;278.57142857142856
4.166666666666667;280.6889236211844
4.333333333333333;283.12929726604784
4.5;285.3722849019042
4.666666666666667;286.89762192463894
4.833333333333333;287.18504373013764
5.0;285.7142857142857
5.166666666666667;282.0802737459959
5.333333333333333;276.33869558629004
5.5;268.6604294692169
5.666666666666667;259.21635362882586
5.833333333333333;248.1773462991658
6.0;235.71428571428572
6.166666666666667;222.07463747948805
6.333333333333333;207.81221668508866
6.5;193.55742579265663
6.666666666666667;179.94066726376124
6.833333333333333;167.59234355997174
7.0;157.14285714285714
7.166666666666667;149.0854620503376
7.333333333333333;143.3648186257365
7.5;139.78843878872792
7.666666666666667;138.1638344589862
7.833333333333333;138.2985175561855
8.0;140.0
8.166666666666666;143.0054719911192
8.333333333333334;146.77083685429358
8.5;150.68167619528882
8.666666666666666;154.12357161987066
8.833333333333334;156.48210473380487
9.0;157.14285714285714
9.166666666666666;155.73127432380994
9.333333333333334;152.83225723751258
9.5;149.27057071583118
9.666666666666666;145.87097959063172
9.833333333333334;143.45824869378023
10.0;142.85714285714286
10.166666666666666;144.63490690411723
10.333333333333334;148.32870562422747
10.5;153.21818379852934
10.666666666666666;158.5829862080787
10.833333333333334;163.7027576339313
11.0;167.85714285714286
11.166666666666666;170.5009234565466
11.333333333333334;171.78942820208547
11.5;172.0531226614799
11.666666666666666;171.62247240245023
11.833333333333334;170.82794299271677
12.0;170.0
12.166666666666666;169.51549979879687
12.333333333333334;169.93686199071098
12.5;171.87289698412246
12.666666666666666;175.93241518741144
12.833333333333334;182.72422700895825
13.0;192.85714285714286
13.166666666666666;206.6189556551441
13.333333333333334;223.0133883853352
13.5;240.72314654488738
13.666666666666666;258.43093563097256
13.833333333333334;274.81946114076254
14.0;288.57142857142856
14.166666666666666;298.6945241414731
14.333333333333334;305.4963569547212
14.5;309.609516836328
14.666666666666666;311.6665936114493
14.833333333333334;312.30017710524044
15.0;312.14285714285717
15.166666666666666;311.65519645621185
15.333333333333334;310.60964940424594
15.5;308.60664325265776
15.666666666666666;305.24660526714564
15.833333333333334;300.1299627134079
16.0;292.85714285714283
16.166666666666668;283.2395842135733
16.333333333333332;271.93277029601984
16.5;259.80319586732656
16.666666666666668;247.71735569033854
16.833333333333332;236.54174452790068
17.0;227.14285714285714
17.166666666666668;220.16159896462676
17.333333333333332;215.33651808892373
17.5;212.1805732780358
17.666666666666668;210.20672329425105
17.833333333333332;208.92792689985748
18.0;207.85714285714286
18.166666666666668;206.57367601257542
18.333333333333332;204.92221554934363
18.5;202.81379673481587
18.666666666666668;200.15945483636082
18.833333333333332;196.87022512134698
19.0;192.85714285714286
19.166666666666668;188.1435647099391
19.333333333333332;183.20213294121513
19.5;178.61781121127206
19.666666666666668;174.97556318041143
19.833333333333332;172.8603525089346
20.0;172.85714285714286
20.166666666666668;175.37256779317062
20.333333333333332;180.09994051648377
20.5;186.55424413438155
20.666666666666668;194.25046175416279
20.833333333333332;202.70357648312626
21.0;211.42857142857142
21.166666666666668;220.02886253007696
21.333333333333332;228.46159705634162
21.5;236.77235510834467
21.666666666666668;245.00671678706473
21.833333333333332;253.21026219348053
22.0;261.42857142857144
22.166666666666668;269.67732600186577
22.333333333333332;277.85261305709116
22.5;285.8206211465256
22.666666666666668;293.4475388224464
22.833333333333332;300.5995546371309
23.0;307.14285714285717
23.166666666666668;312.95495515558207
23.333333333333332;317.95863854598116
23.5;322.0880174484103
23.666666666666668;325.27720199722427
23.833333333333332;327.46030232677856
