457;339;246;565;988
0;108.08238559031736;108.08238559031736;166.4226014647798;218.79909689392974;108.08238559031736
1;108.01081453184739;108.01081453184739;166.35103040630983;218.72752583545977;108.01081453184739
2;107.93924347337742;107.93924347337742;166.27945934783986;218.6559547769898;107.93924347337742
3;107.86767241490745;107.86767241490745;166.2078882893699;218.58438371851983;107.86767241490745
4;107.79610135643748;107.79610135643748;166.13631723089992;218.51281266004986;107.79610135643748
5;107.72453029796752;107.72453029796752;166.06474617242998;218.44124160157992;107.72453029796752
6;107.65295923949755;107.65295923949755;165.99317511395998;218.36967054310992;107.65295923949755
7;107.58138818102759;107.58138818102759;165.92160405549004;218.29809948463998;107.58138818102759
8;107.50981712255762;107.50981712255762;165.85003299702007;218.22652842617;107.50981712255762
9;107.43824606408765;107.43824606408765;165.7784619385501;218.15495736770004;107.43824606408765
10;107.36667500561768;107.36667500561768;165.70689088008012;218.08338630923006;107.36667500561768
11;107.03131191264764;107.03131191264764;165.3715277871101;217.74802321626004;107.03131191264764
12;106.6959488196776;106.6959488196776;165.03616469414004;217.41266012328998;106.6959488196776
13;106.36058572670755;106.36058572670755;164.70080160116999;217.07729703031993;106.36058572670755
14;106.02522263373751;106.02522263373751;164.36543850819996;216.7419339373499;106.02522263373751
15;105.68985954076747;105.68985954076747;164.03007541522993;216.40657084437987;105.68985954076747
16;105.35449644779743;105.35449644779743;163.69471232225987;216.07120775140982;105.35449644779743
17;105.01913335482737;105.01913335482737;163.35934922928982;215.73584465843976;105.01913335482737
18;104.68377026185735;104.68377026185735;163.0239861363198;104.68377026185735;104.68377026185735
19;104.34840716888729;104.34840716888729;162.68862304334974;215.06511847249968;104.34840716888729
20;104.01304407591725;104.01304407591725;162.3532599503797;214.72975537952965;104.01304407591725
21;104.10793952873074;104.10793952873074;162.4481554031932;214.82465083234314;104.10793952873074
22;104.20283498154421;104.20283498154421;162.54305085600666;214.9195462851566;104.20283498154421
23;104.29773043435772;104.29773043435772;162.63794630882018;215.01444173797012;104.29773043435772
24;104.3926258871712;104.3926258871712;162.73284176163367;215.1093371907836;104.3926258871712
25;104.48752133998468;104.48752133998468;162.82773721444713;215.20423264359707;104.48752133998468
26;104.58241679279817;104.58241679279817;162.92263266726061;215.29912809641056;104.58241679279817
27;104.67731224561166;104.67731224561166;163.0175281200741;215.39402354922404;104.67731224561166
28;104.77220769842515;104.77220769842515;163.1124235728876;842.8836163891744;104.77220769842515
29;104.86710315123864;104.86710315123864;163.20731902570108;842.9785118419879;104.86710315123864
30;104.96199860405211;104.96199860405211;163.30221447851454;843.0734072948014;104.96199860405211
31;104.57658459783445;104.57658459783445;162.9168004722969;842.6879932885837;104.57658459783445
32;104.19117059161677;104.19117059161677;162.5313864660792;842.3025792823661;104.19117059161677
33;103.80575658539911;103.80575658539911;162.14597245986155;841.9171652761484;103.80575658539911
34;103.42034257918142;103.42034257918142;161.76055845364385;841.5317512699307;103.42034257918142
35;103.03492857296375;103.03492857296375;161.37514444742618;841.146337263713;103.03492857296375
36;102.64951456674608;102.64951456674608;160.9897304412085;840.7609232574954;102.64951456674608
37;102.2641005605284;102.2641005605284;160.60431643499084;840.3755092512777;102.2641005605284
38;101.87868655431073;101.87868655431073;160.21890242877316;839.99009524506;101.87868655431073
39;101.49327254809305;101.49327254809305;159.8334884225555;839.6046812388423;101.49327254809305
40;101.10785854187539;101.10785854187539;159.44807441633782;839.2192672326247;101.10785854187539
41;100.1738684987503;100.1738684987503;158.51408437321274;838.2852771894995;100.1738684987503
42;99.2398784556252;99.2398784556252;157.58009433008766;837.3512871463745;99.2398784556252
43;98.3058884125001;98.3058884125001;156.64610428696255;836.4172971032493;98.3058884125001
44;97.371898369375;97.371898369375;155.71211424383745;835.4833070601243;97.371898369375
45;96.43790832624993;96.43790832624993;154.77812420071237;834.5493170169992;96.43790832624993
46;95.50391828312482;95.50391828312482;153.84413415758726;833.6153269738741;95.50391828312482
47;94.56992823999974;94.56992823999974;152.91014411446218;832.681336930749;94.56992823999974
48;93.63593819687463;93.63593819687463;151.97615407133708;831.747346887624;93.63593819687463
49;92.70194815374954;92.70194815374954;151.04216402821197;830.8133568444988;92.70194815374954
50;91.76795811062445;91.76795811062445;150.1081739850869;829.8793668013737;91.76795811062445
51;91.44577005887433;91.44577005887433;149.78598593333678;829.5571787496236;91.44577005887433
52;91.12358200712423;91.12358200712423;149.4637978815867;201.84029331073663;91.12358200712423
53;90.8013939553741;90.8013939553741;149.14160982983654;201.51810525898648;90.8013939553741
54;90.47920590362399;90.47920590362399;148.81942177808645;201.1959172072364;90.47920590362399
55;90.15701785187387;90.15701785187387;148.49723372633633;200.87372915548627;90.15701785187387
56;89.83482980012377;89.83482980012377;148.17504567458622;200.55154110373616;89.83482980012377
57;89.51264174837365;89.51264174837365;147.8528576228361;200.22935305198604;89.51264174837365
58;89.19045369662354;89.19045369662354;147.53066957108598;199.90716500023592;89.19045369662354
59;88.86826564487342;88.86826564487342;147.20848151933586;199.5849769484858;88.86826564487342
60;88.54607759312331;88.54607759312331;146.88629346758574;199.26278889673569;88.54607759312331
61;87.99183975699867;87.99183975699867;146.33205563146112;198.70855106061106;87.99183975699867
62;87.43760192087403;87.43760192087403;145.7778177953365;198.15431322448643;87.43760192087403
63;86.88336408474939;86.88336408474939;145.22357995921183;197.60007538836177;86.88336408474939
64;86.32912624862475;86.32912624862475;144.66934212308718;197.04583755223712;86.32912624862475
65;85.77488841250009;85.77488841250009;144.11510428696255;196.4915997161125;85.77488841250009
66;85.22065057637545;85.22065057637545;143.5608664508379;195.93736187998783;85.22065057637545
67;84.66641274025082;84.66641274025082;143.00662861471326;195.3831240438632;84.66641274025082
68;84.11217490412616;84.11217490412616;142.4523907785886;194.82888620773855;84.11217490412616
69;83.55793706800154;83.55793706800154;141.89815294246398;194.27464837161392;83.55793706800154
70;83.0036992318769;83.0036992318769;141.34391510633935;193.7204105354893;83.0036992318769
71;82.52665747959509;82.52665747959509;140.86687335405753;193.24336878320747;82.52665747959509
72;82.0496157273133;82.0496157273133;140.38983160177574;192.76632703092568;82.0496157273133
73;81.57257397503149;81.57257397503149;139.91278984949395;81.57257397503149;81.57257397503149
74;81.09553222274968;81.09553222274968;139.43574809721213;81.09553222274968;81.09553222274968
75;80.61849047046789;80.61849047046789;138.95870634493033;818.7298991612172;80.61849047046789
76;80.1414487181861;80.1414487181861;138.48166459264854;818.2528574089354;80.1414487181861
77;79.66440696590429;79.66440696590429;138.00462284036672;817.7758156566535;79.66440696590429
78;79.18736521362248;79.18736521362248;137.52758108808493;817.2987739043717;79.18736521362248
79;78.71032346134069;78.71032346134069;137.05053933580314;816.8217321520899;78.71032346134069
80;78.23328170905889;78.23328170905889;136.57349758352132;816.3446903998082;78.23328170905889
81;78.05334032143523;78.05334032143523;136.39355619589767;816.1647490121845;78.05334032143523
82;77.87339893381156;77.87339893381156;136.213614808274;77.87339893381156;77.87339893381156
83;77.69345754618789;77.69345754618789;136.03367342065033;77.69345754618789;77.69345754618789
84;77.51351615856422;77.51351615856422;135.85373203302666;815.6249248493135;77.51351615856422
85;77.33357477094056;77.33357477094056;135.67379064540302;815.4449834616898;77.33357477094056
86;77.1536333833169;77.1536333833169;135.49384925777935;815.2650420740662;77.1536333833169
87;76.97369199569323;76.97369199569323;135.31390787015567;815.0851006864425;76.97369199569323
88;140.89975830795316;76.79375060806957;135.133966482532;814.9051592988188;76.79375060806957
89;140.7198169203295;76.6138092204459;134.95402509490833;814.7252179111952;76.6138092204459
90;140.53987553270585;76.43386783282224;134.7740837072847;814.5452765235715;76.43386783282224
91;139.98135923704785;75.87535153716425;134.2155674116267;813.9867602279135;75.87535153716425
92;139.4228429413899;75.31683524150627;133.65705111596873;813.4282439322556;75.31683524150627
93;138.8643266457319;74.75831894584829;133.09853482031073;812.8697276365975;74.75831894584829
94;138.3058103500739;74.1998026501903;132.54001852465274;812.3112113409396;74.1998026501903
95;137.74729405441593;73.64128635453231;131.98150222899477;811.7526950452816;73.64128635453231
96;137.18877775875794;73.08277005887433;131.42298593333678;811.1941787496236;73.08277005887433
97;136.63026146309994;72.52425376321635;130.86446963767878;293.9576763704411;72.52425376321635
98;136.07174516744197;71.96573746755837;130.3059533420208;293.39916007478314;71.96573746755837
99;135.51322887178398;71.40722117190037;129.74743704636282;292.8406437791251;71.40722117190037
100;134.95471257612598;70.8487048762424;129.18892075070482;292.28212748346715;70.8487048762424
101;134.82080603756452;70.7147983376809;129.05501421214336;70.7147983376809;70.7147983376809
102;134.686899499003;70.5808917991194;128.92110767358184;70.5808917991194;70.5808917991194
103;134.55299296044151;70.44698526055791;128.78720113502035;70.44698526055791;70.44698526055791
104;134.41908642188002;70.31307872199642;128.65329459645886;70.31307872199642;70.31307872199642
105;134.28517988331853;70.17917218343493;128.51938805789737;70.17917218343493;70.17917218343493
106;134.15127334475704;70.04526564487344;128.38548151933588;70.04526564487344;70.04526564487344
107;134.01736680619553;69.91135910631193;128.25157498077436;69.91135910631193;69.91135910631193
108;133.88346026763406;69.77745256775044;128.1176684422129;69.77745256775044;69.77745256775044
109;133.74955372907255;69.64354602918894;127.98376190365138;69.64354602918894;69.64354602918894
110;133.61564719051105;69.50963949062745;127.8498553650899;69.50963949062745;69.50963949062745
111;133.39721327054357;69.29120557065997;127.63142144512241;69.29120557065997;69.29120557065997
112;133.1787793505761;69.07277165069249;127.41298752515493;69.07277165069249;69.07277165069249
113;132.96034543060858;68.85433773072499;127.19455360518744;68.85433773072499;68.85433773072499
114;132.7419115106411;68.63590381075751;126.97611968521996;68.63590381075751;68.63590381075751
115;132.52347759067362;68.41746989079003;126.75768576525248;68.41746989079003;68.41746989079003
116;132.30504367070614;68.19903597082254;126.53925184528498;68.19903597082254;68.19903597082254
117;132.08660975073866;67.98060205085505;190.42484150264585;67.98060205085505;67.98060205085505
118;131.86817583077118;67.76216813088757;190.20640758267837;67.76216813088757;67.76216813088757
119;131.6497419108037;67.54373421092009;189.98797366271089;67.54373421092009;67.54373421092009
120;131.43130799083622;67.3253002909526;189.76953974274338;67.3253002909526;67.3253002909526
121;131.11498087580145;67.00897317591783;189.4532126277086;67.00897317591783;67.00897317591783
122;130.79865376076668;66.69264606088306;189.13688551267384;66.69264606088306;66.69264606088306
123;130.48232664573192;66.3763189458483;188.82055839763908;66.3763189458483;66.3763189458483
124;130.16599953069712;66.05999183081352;188.50423128260428;66.05999183081352;66.05999183081352
125;129.84967241566235;65.74366471577875;188.1879041675695;65.74366471577875;65.74366471577875
126;129.5333453006276;65.42733760074398;187.87157705253475;65.42733760074398;65.42733760074398
127;129.21701818559282;65.11101048570922;187.55524993749998;65.11101048570922;65.11101048570922
128;128.90069107055805;64.79468337067445;187.2389228224652;64.79468337067445;64.79468337067445
129;128.5843639555233;64.47835625563968;186.92259570743045;64.47835625563968;64.47835625563968
130;128.2680368404885;64.1620291406049;186.60626859239568;64.1620291406049;64.1620291406049
131;128.19740298711383;64.09139528723021;186.535634739021;64.09139528723021;64.09139528723021
132;128.12676913373915;64.02076143385554;186.4650008856463;64.02076143385554;64.02076143385554
133;128.05613528036446;63.95012758048085;186.39436703227165;63.95012758048085;63.95012758048085
134;127.98550142698979;63.87949372710618;186.32373317889696;63.87949372710618;63.87949372710618
135;127.9148675736151;63.80885987373149;186.25309932552227;63.80885987373149;63.80885987373149
136;127.84423372024042;63.73822602035681;186.1824654721476;63.73822602035681;63.73822602035681
137;127.77359986686574;63.66759216698213;186.1118316187729;63.66759216698213;63.66759216698213
138;127.70296601349105;63.596958313607445;186.04119776539824;63.596958313607445;63.596958313607445
139;127.63233216011638;63.52632446023277;185.97056391202355;63.52632446023277;63.52632446023277
140;127.56169830674169;63.455690606858084;185.89993005864886;63.455690606858084;63.455690606858084
141;127.02632220324146;62.92031450335786;185.36455395514864;62.92031450335786;62.92031450335786
142;126.49094609974124;62.38493839985763;184.8291778516484;62.38493839985763;62.38493839985763
143;125.95556999624101;61.849562296357405;184.29380174814818;61.849562296357405;61.849562296357405
144;125.42019389274078;61.31418619285718;183.75842564464796;61.31418619285718;61.31418619285718
145;124.88481778924056;60.77881008935695;183.22304954114773;60.77881008935695;60.77881008935695
146;124.34944168574033;60.243433985856726;182.6876734376475;60.243433985856726;60.243433985856726
147;123.81406558224009;59.70805788235649;182.15229733414725;59.70805788235649;59.70805788235649
148;123.27868947873988;59.17268177885627;181.61692123064705;59.17268177885627;59.17268177885627
149;122.74331337523965;58.637305675356046;181.08154512714682;58.637305675356046;58.637305675356046
150;122.20793727173943;58.10192957185582;180.5461690236466;58.10192957185582;58.10192957185582
151;121.82187560570782;57.71586790582421;180.160107357615;57.71586790582421;57.71586790582421
152;121.43581393967621;57.3298062397926;179.77404569158338;57.3298062397926;57.3298062397926
