'Time (min)';'Total load (W)';'Average load (W)';'Maximum load (W)';'Medium load (W)';'Minimum load (W)'
0;215296.26802902526;215.29626802902527;259.2518825703235;159.75831276274027;101.41809688827784
60;157181.9889149642;157.1819889149642;191.14163710367976;104.7927056583323;76.17098682462904
120;118637.17057859129;118.6371705785913;133.28990700706703;79.81274274539604;59.4370565484226
180;92710.42996617893;92.71042996617892;110.80660537390101;54.762007572893445;46.70258179657267
240;79075.3273344418;79.0753273344418;94.64804737188084;36.30420295546595;36.30420295546595
300;69765.05075870668;69.76505075870668;93.75947468970567;29.654464577903525;29.654464577903525
360;83625.88544230502;83.62588544230502;104.51316208243887;37.654608730158785;35.307320031987096
420;110827.68120086148;110.82768120086148;130.72532580537177;66.6203156935696;46.77329403259025
480;148346.6399738032;148.34663997380318;212.10841334438925;80.74624982628814;52.49278186871488
540;193842.1899432647;193.8421899432647;357.55778159661986;113.34948157592359;60.44232784685207
600;210971.8398058869;210.9718398058869;402.7708456781594;122.68512847121758;58.57912077133398
660;203415.00565245192;203.41500565245192;345.6125601921334;130.67790054638112;67.04055941393239
720;185023.9449097118;185.02394490971182;290.5082645722082;119.0405319427334;60.700817259957375
780;187235.2783578205;187.2352783578205;299.46111141072373;116.778939168063;58.438217916597345
840;193712.6590152818;193.7126590152818;310.78774605501627;125.28111101202613;62.35505856935533
900;203920.2244184082;203.9202244184082;349.02866662621955;129.13924636587998;60.55012439625181
960;199401.13033469312;199.40113033469314;319.27921480153043;129.92829731691782;57.27917627797404
1020;200242.20396402958;200.24220396402958;302.6751833270956;141.04295430053656;66.45900773651529
1080;222995.7340380922;222.9957340380922;327.01150231179975;160.64765883578954;77.72702375199945
1140;244732.56605349068;244.73256605349067;346.80930263976455;188.237551183064;100.25645220330465
1200;282170.4489694985;282.1704489694985;413.3561029389661;206.45512982381192;130.00523599039548
1260;301636.98322721216;301.63698322721217;475.27456327746506;227.97850870446692;142.09386735147845
1320;309197.99568058655;309.19799568058653;508.54280660568526;214.48936184017683;140.85818788480543
1380;275803.27249900973;275.8032724990097;471.3390093668611;180.372297599295;113.34814178695238
