'Time (min)';'Total load (W)';'Average load (W)';'Maximum load (W)';'Medium load (W)';'Minimum load (W)'
0;166755.58639380854;166.75558639380853;231.62260852458473;110.74222671841802;52.402010843955594
60;124001.31707570495;124.00131707570495;147.76476496524802;72.92438572854665;46.73410612636992
120;92141.13226294327;92.14113226294327;106.60312506274802;48.26189419631684;31.96134523873811
180;72371.06282436295;72.37106282436295;89.075626766763;38.860117628148615;24.970698770591483
240;68330.2619721294;68.3302619721294;87.34994530676344;23.247862364372764;23.247862364372764
300;62921.73325355108;62.92173325355108;82.84984976854729;24.50810499565614;24.50810499565614
360;83007.33827396287;83.00733827396287;100.9161137254733;36.81010602558968;36.81010602558968
420;122394.82901317076;122.39482901317076;143.0912259381878;67.32785255485565;51.4502352260722
480;159268.68770455447;159.26868770455448;246.58753730018364;84.2051964560504;50.002108828305225
540;193130.37831829785;193.13037831829786;342.80741103435315;112.3930140797222;62.17819561081501
600;215700.9015566646;215.7009015566646;414.86684540582974;121.5597159691867;58.078963283733856
660;219340.23226763186;219.34023226763185;424.1716330835014;122.08847189769618;57.982464197812575
720;199916.89259304776;199.91689259304775;356.45343422670135;118.80636944954783;54.83233714129924
780;203316.5171214021;203.31651712140211;345.9163654316899;123.54600060615661;62.646240999944546
840;204676.07329766225;204.67607329766224;338.8859487450394;128.6666403006198;64.5616301888176
900;216875.21973105392;216.87521973105393;358.0296987842286;139.35248533037938;68.9561661836681
960;233337.49864044308;233.33749864044307;370.2240176082259;165.2317550454507;82.08094316533739
1020;267310.79274942493;267.31079274942493;406.2075473414637;191.54231213901727;112.47926025700654
1080;286411.2892551812;286.4112892551812;399.036370942644;223.48262455562386;139.46218079027776
1140;285197.25284744543;285.19725284744544;427.41426582439243;210.47571646050642;132.61909521520874
1200;295125.81373893947;295.1258137389395;453.4171783575366;220.09599117469077;138.99306517166875
1260;306015.7420785463;306.01574207854634;504.475640998608;222.87656145366324;131.28574456370572
1320;299925.36033784354;299.92536033784353;516.6980619376199;206.161058209551;126.12341674462887
1380;236388.91385821407;236.38891385821407;413.1980459687263;145.7810714357451;82.14400749257193
