'Time (min)';'Total load (W)';'Average load (W)';'Maximum load (W)';'Medium load (W)';'Minimum load (W)'
0;308014.20297788637;308.0142029778864;502.27280518196756;197.23747955965933;96.22584959926671
60;244236.80422135076;244.23680422135075;440.86652563559903;138.79600050414035;72.67520085622152
120;210568.25667235386;210.56825667235387;387.29451188840153;122.72984596433163;64.3881011914405
180;183454.5823451375;183.45458234513748;346.5473373253299;99.35638941013228;49.1407981558872
240;171799.8826810127;171.79988268101272;342.2327661083623;76.40419760618641;39.41262687989248
300;161257.45861292403;161.25745861292404;316.39484556272464;73.48285243331935;32.64399082681755
360;148111.65728472488;148.11165728472488;246.70968434349183;97.01875166301379;38.67953403838453
420;155651.29650798131;155.65129650798133;219.6094494958683;107.49336295091047;43.3883528391083
480;189080.5727323611;189.0805727323611;287.22036119297485;134.32874582340438;39.444954909124526
540;223676.75789532103;223.67675789532103;375.5932227442472;194.98178590670005;50.29220328793372
600;247178.98856991102;247.178988569911;418.6509003926363;210.7832849210632;71.2521730632273
660;244144.5934743273;244.1445934743273;384.668481511072;239.90136304193925;82.41580058388102
720;239097.21580284508;239.09721580284508;357.8801776772156;208.3977769012608;78.06602980160295
780;253057.03831684467;253.05703831684468;395.57994683370805;181.78632422868895;66.17035767320307
840;272574.2149689182;272.57421496891817;443.74021870463145;215.17036783112485;62.8199989283325
900;292186.1680425233;292.1861680425233;473.11018853797054;240.97437908107;70.71279377712001
960;279527.65195087995;279.52765195087994;443.1737570883966;236.45908842237526;77.1056822449564
1020;265728.39382013946;265.72839382013944;400.57942954566755;230.6089414021487;82.9234595782172
1080;268045.379375529;268.045379375529;420.2745571689209;245.31071597457074;91.23599564348677
1140;266164.15472813236;266.16415472813236;394.33732017443845;235.20035567558355;98.53413694779087
1200;301337.2578341172;301.3372578341172;441.04556618705215;285.8843402643605;120.16673929015536
1260;353695.2222791017;353.6952222791017;520.492279314258;342.238887959843;155.0564775347731
1320;378721.40355058527;378.72140355058525;550.4657347429915;330.6919779966108;159.41254709925042
1380;363761.6127215908;363.7616127215908;547.8821621957552;281.92892862027713;132.76435383035522
