'Time (min)';'Total load (W)';'Average load (W)';'Maximum load (W)';'Medium load (W)';'Minimum load (W)'
0;37262.841437265895;372.62841437265894;630.084861519921;242.83937825784017;117.62830932720958
60;31297.375859971286;312.9737585997129;554.0654524659587;194.40152523177963;82.56055316956765
120;26430.021939254086;264.30021939254084;484.7315657419806;155.4396702600416;73.75977030948462
180;23520.98220199551;235.2098220199551;436.75236382610484;122.34095803760671;58.234950337723156
240;21195.25494313036;211.9525494313036;433.83362414973664;82.24727230614941;48.426174222593296
300;19431.95371239314;194.3195371239314;402.7147424532571;74.45918539008203;41.57729097119339
360;17365.41777659303;173.65417776593029;312.38676742646555;80.43885987310094;47.62112158360167
420;18714.02509672685;187.1402509672685;270.60823128608314;111.18352444264171;52.461527537564656
480;20314.879998972297;203.148799989723;293.75016092959237;149.52471359850085;48.5068824207248
540;28504.67143940349;285.0467143940349;468.51447493408574;256.1451989859164;53.1910809013337
600;33365.86157043885;333.6586157043885;523.0126592798341;264.67364373945816;60.31816749642726
660;31752.388590399936;317.52388590399937;459.7040164380133;298.92971528179817;90.09816520732736
720;32316.96759673874;323.16967596738743;481.5723589135453;242.4322829848449;108.73226558175313
780;31473.50267124936;314.7350267124936;509.96318545224926;228.29682343620746;64.53676035282375
840;34056.859016811686;340.5685901681169;570.1386028313326;297.76433579229854;56.670648242986296
900;33810.56594851639;338.1056594851639;587.8270730390235;211.338352839538;72.79365763411465
960;33199.69542449439;331.99695424494394;531.4427852161547;268.74278577481334;95.75340073063381
1020;31602.093449797474;316.02093449797474;444.2919379818138;294.2369416983389;102.59588851504121
1080;31924.89851414851;319.2489851414851;492.4499544867933;280.44335209607334;110.79966214609168
1140;35493.9067963856;354.939067963856;546.052434518324;328.08921554970095;135.35563256665532
1200;34831.46408726234;348.31464087262344;480.1907114783466;335.45069877206674;158.3137308088898
1260;41055.61996266823;410.55619962668226;594.9394236665166;419.3615532136859;191.91503432779868
1320;44436.00113284286;444.3600113284286;629.8359807816577;435.8118362060775;198.51172626244625
1380;41199.15682389609;411.9915682389609;668.3553251395839;252.82779175954605;152.1174864452441
