'Time (min)';'Total load (W)';'Average load (W)';'Maximum load (W)';'Medium load (W)';'Minimum load (W)'
0;37933.37882262658;379.3337882262658;630.0877036460821;221.74103446146162;151.8165731940893
60;30433.91699874981;304.3391699874981;543.9220884267773;164.23972140496397;82.56055316956765
120;26716.207387731425;267.16207387731424;484.7315657419806;155.43607253373207;73.75977030948462
180;22500.492887640656;225.00492887640655;436.75236382610484;118.07008110131655;58.234950337723156
240;21317.75632508163;213.17756325081632;433.83362414973664;82.24727230614941;48.426174222593296
300;21304.149922445267;213.04149922445268;402.7147424532571;74.45918539008203;41.57729097119339
360;17700.247689402633;177.00247689402633;312.38676742646555;80.43885987310094;47.62112158360167
420;17126.978192633196;171.26978192633197;246.43110838212715;106.77957399378859;52.461527537564656
480;22093.355904140553;220.93355904140554;324.0606214866885;160.47790495724016;48.5068824207248
540;30250.741681414194;302.50741681414195;491.46119038748316;256.1451989859164;86.03871865160224
600;32820.907135234054;328.2090713523405;533.1109810915717;272.2825469332764;89.91353376803096
660;32890.10499747966;328.90104997479665;504.50085830136493;289.82685330967445;101.35863969681859
720;34056.63711053449;340.5663711053449;490.19025001181467;310.68987605163;73.28988551490818
780;30374.373528169705;303.74373528169707;486.78803634631737;296.8163736003537;64.53676035282375
840;31864.94418157457;318.6494418157457;539.5754567388259;211.68993919641574;56.670648242986296
900;32177.32923545843;321.7732923545843;552.618024044173;219.4023824527834;65.98727662890356
960;33576.00508912948;335.76005089129484;518.6475822439348;226.46799365078036;80.29106649313883
1020;29506.790548306733;295.0679054830673;439.4709899818224;268.60696240624975;87.47256641500992
1080;29165.69667377333;291.6569667377333;431.6141066588834;210.68475932085246;110.79966214609168
1140;32144.288972020357;321.44288972020354;473.87223300163635;252.42665638796794;118.6312005921821
1200;37438.6880000341;374.38688000034097;554.5670672227401;359.89635694432025;139.82195071671387
1260;39818.375978881304;398.18375978881306;594.8432817914214;334.1484665224269;194.26462601376934
1320;46846.21066791698;468.46210667916984;640.7139302041323;448.9181729969616;201.4927611497948
1380;44394.146828600584;443.94146828600583;694.9894258251995;343.06326119798905;199.7361492907707
