'App_name';'App_nickname';0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
'air_conditioner';'ac';0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'lighting';'lux';112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665
'fridge';'frg';42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559;42819.55859969559
'freezer';'frz';0.0;45338.35616438356;0.0;0.0;0.0;0.0;0.0;45338.35616438356;0.0;0.0;0.0;45338.35616438356;45338.35616438356;0.0;0.0;0.0;0.0;45338.35616438356;0.0;0.0;45338.35616438356;0.0;45338.35616438356;0.0;45338.35616438356;0.0;0.0;0.0;0.0;0.0;0.0;45338.35616438356;0.0;45338.35616438356;0.0;0.0;0.0;45338.35616438356;45338.35616438356;45338.35616438356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45338.35616438356;45338.35616438356;0.0;45338.35616438356;0.0;45338.35616438356;45338.35616438356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45338.35616438356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45338.35616438356;0.0;0.0;0.0;0.0;0.0;45338.35616438356;0.0;0.0;0.0
'electric_oven';'elo';22390.664772987584;22875.56118337746;22061.923064776885;23795.171132642834;22119.452054794518;22333.135069394044;23146.775223165234;22061.923064776885;23253.617117627084;21848.240050177363;21305.81833878838;22168.764959238735;22661.878168777934;22875.56118337746;23146.77522316523;22226.29342862815;23311.148234770022;23245.402553109343;22497.50614682122;22119.452054794518;22711.189682048964;22439.976963855894;22341.355795805815;21905.770165639136;23146.775223165234;24017.95420862363;23574.144203331995;23738.516271299704;22448.19627962255;22283.823680259615;21519.501353387906;22982.40307783931;22661.878168777934;23253.617117627084;23631.673905780153;22875.56118337746;23524.831769997767;21741.39895744939;22604.347787587114;22283.823680259615;22333.135069394044;23196.087579141247;23037.710212718564;22119.452054794518;23524.831769997767;22604.34778758711;22825.313769018358;23902.88914132977;22118.530871550527;22924.874183350898;23853.57926149642;22118.530871550527;22333.135069394044;22275.60709502113;22661.878168777934;22875.56118337746;21955.08142401099;23029.418018960358;23417.989875535917;21788.289897120198;22661.878168777934;22826.251115837735;22867.34684266659;23689.205111085532;23039.933582399335;22226.293428628152;22333.135069394048;22653.661465157827;21626.343247849756;23631.673905780157;22604.347787587114;22111.238208071085;21470.187704979802;23039.93358239934;22333.135069394048;22933.092208565708;22119.452054794518;22012.61096206655;23302.93016354422;22924.874183350898;23582.363470319637;23417.989875535917;22653.661465157827;21412.659712622008;23631.673905780157;22012.610962066545;21955.08142401099;22768.719542611565;23360.459253409474;22982.40307783931;22718.456231609343;23689.205111085532;23039.93358239934;22283.82368025961;22875.56118337746;22069.170962321652;23146.775223165234;22933.092208565704;22061.923064776885;21952.702005161802
'microwave_oven';'mwo';0.0;0.0;8713.89432485323;0.0;0.0;0.0;8713.89432485323;8713.89432485323;0.0;9255.236960775974;0.0;0.0;9468.493150684933;8713.89432485323;8713.89432485323;8927.15051476219;0.0;0.0;0.0;8713.89432485323;7948.913379338759;7959.6250901225685;8713.89432485323;0.0;8713.89432485323;0.0;8500.731280255433;8500.731280255435;0.0;0.0;9468.493150684932;7959.6250901225685;8172.788134720364;9255.236960775974;9042.073916178178;8713.89432485323;8172.788134720364;0.0;7959.6250901225685;0.0;8386.044324629323;8386.044324629323;8713.89432485323;8927.15051476219;8927.15051476219;8500.731280255435;0.0;8713.89432485323;9042.073916178178;7959.6250901225685;8713.89432485323;0.0;9042.073916178178;7959.6250901225685;8386.044324629323;9255.236960775974;0.0;9255.236960775974;8713.89432485323;8713.89432485323;8713.89432485323;0.0;9042.073916178178;8927.15051476219;8386.044324629323;0.0;9042.073916178178;0.0;0.0;7959.6250901225685;0.0;0.0;9468.493150684933;0.0;9468.493150684933;0.0;0.0;8386.044324629323;7959.625090122567;8500.731280255433;8386.044324629323;8500.731280255433;0.0;0.0;0.0;0.0;0.0;0.0;8713.89432485323;0.0;9042.073916178177;0.0;8500.731280255433;0.0;0.0;9255.236960775974;0.0;8927.15051476219;8500.731280255433;8927.15051476219
'electric_boiler';'bo';140664.01692916907;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138479.8340747971;140258.39492346512;0.0;136490.02055290627;0.0;138373.58937056648;0.0;139173.47012528413;0.0;139489.40449821643;0.0;139369.3593240724;0.0;0.0;0.0;0.0;0.0;0.0;136204.99597099112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136896.3828680423;0.0;0.0;0.0;139670.7272913606;0.0;138480.32380388532;138887.1706195837;137983.06670091214;139278.94893042397;137199.51007961782;136685.90973954246;0.0;137997.63290790122;139776.20612734806;137288.65836586957;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138977.58093864797;0.0;138284.4346295849;0.0;140167.9844882847;138977.58093864794;138570.7342970969;139278.94893042403;139278.4567403546;137787.1775266117;139082.56509273726;136988.55259228544;0.0;0.0;138480.32380388532;138833.8096063811;140469.35252896318;0.0;0.0;139172.22696682948;140272.97116459333;0.0;137892.6563187446;139565.24853483273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138781.69176434752;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'iron';'ir';35200.75578649032;35545.919575784355;33231.302615193024;32935.159817351596;34560.478664777205;37811.87214611872;35841.138555777354;35841.138555777354;32295.013698630137;38452.14926783183;38452.14926783183;31310.173515981736;30645.333333333336;33575.43693906471;31950.450637694856;31950.450637694856;32935.159817351596;34560.478664777205;33231.302615193024;38452.14926783184;37171.72602739726;32590.833406981885;38107.194793717106;37811.87214611872;36186.065694505814;32602.739726027394;35545.919575784355;38107.194793717106;31310.173515981736;32590.83340698189;35200.75578649032;31950.450637694856;35200.75578649032;33231.302615193024;32935.159817351596;34560.478664777205;36826.34281621894;32590.833406981885;31950.450637694856;31950.450637694856;38107.194793717106;36186.065694505814;39092.53203711887;35841.138555777354;32295.013698630137;36186.065694505814;34215.819708351744;33920.332546055746;32935.159817351596;38452.14926783184;37811.87214611872;34560.478664777205;35786.831639416705;35545.919575784355;35200.75578649032;35200.75578649032;33920.332546055746;32935.159817351596;33920.332546055746;35841.138555777354;36826.34281621894;33920.332546055746;32935.159817351596;32935.159817351596;39733.00124533001;33575.43693906471;35841.138555777354;32590.83340698189;32295.013698630137;36186.065694505814;36186.065694505814;30670.02739726028;34560.478664777205;32295.013698630137;38452.14926783184;33575.43693906471;38107.194793717106;39092.53203711887;32295.013698630137;30670.02739726028;33517.24137931035;33920.332546055746;33920.332546055746;34560.478664777205;36481.6077639885;35200.75578649032;34560.478664777205;34215.819708351744;32590.83340698189;37466.72558550596;39092.532037118865;30670.02739726028;38452.14926783184;37171.726027397264;35545.919575784355;32590.833406981885;32935.159817351596;32295.013698630137;35200.75578649032;31310.17351598174
'vacuum_cleaner';'vc';3419.17808219178;3300.727984344422;3419.17808219178;3537.7186344857564;3614.727814175103;3342.1689025024334;3223.6932414419007;3496.2128250943015;3691.7625570776245;3342.1689025024334;3300.727984344422;3146.684061752554;3146.684061752554;3300.727984344422;3223.6932414419007;3146.684061752554;3342.1689025024334;3223.6932414419007;3614.727814175103;3419.17808219178;3342.1689025024334;3300.727984344422;3496.2128250943015;3223.6932414419007;3342.1689025024334;3223.6932414419007;3537.7186344857573;3691.7625570776245;3223.6932414419007;3419.17808219178;3300.727984344422;3300.727984344422;3496.2128250943015;3342.1689025024334;3146.684061752554;3614.727814175103;3419.17808219178;3342.1689025024334;3146.684061752554;3300.727984344422;3496.2128250943015;3419.17808219178;3537.7186344857573;3614.7278141751035;3614.7278141751035;3614.727814175103;3146.684061752554;3419.17808219178;3223.6932414419007;3496.2128250943015;3342.1689025024334;3342.1689025024334;3342.1689025024334;3342.1689025024334;3342.1689025024334;3537.7186344857573;3614.7278141751035;3614.727814175103;3223.6932414419007;3691.7625570776245;3146.684061752554;3300.727984344422;3146.684061752554;3146.684061752554;3419.17808219178;3496.2128250943015;3496.2128250943015;3614.7278141751035;3614.7278141751035;3691.7625570776245;3496.2128250943015;3537.7186344857573;3146.684061752554;3300.727984344422;3223.6932414419007;3537.7186344857564;3537.7186344857573;3342.1689025024334;3342.1689025024334;3496.2128250943015;3419.17808219178;3419.17808219178;3496.2128250943015;3300.727984344422;3419.17808219178;3300.727984344422;3614.7278141751035;3691.7625570776245;3419.17808219178;3537.7186344857573;3419.17808219178;3614.727814175103;3496.2128250943015;3691.7625570776245;3537.7186344857564;3614.7278141751035;3614.7278141751035;3614.727814175103;3496.2128250943015;3342.1689025024334
'washing_machine';'wm';40328.767123287675;39554.161852891026;40328.76712328768;40328.76712328768;40328.76712328768;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.76712328768;40328.767123287675;40328.767123287675;40328.76712328768;40193.21120096825;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.76712328768;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.76712328768;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.76712328768;40328.767123287675;40328.76712328768;40328.767123287675;40328.76712328768;40328.767123287675;40328.76712328768;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40212.576332728175;40328.767123287675;40328.767123287675;40328.76712328768;40328.767123287675;40328.76712328768;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.76712328768;40328.767123287675;40328.767123287675;40328.767123287675;40328.76712328768;40328.767123287675;40328.767123287675;40328.76712328768;40328.767123287675;40328.767123287675;40328.76712328768;40328.76712328768;40328.767123287675;40328.76712328768;40328.76712328768;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.767123287675;40328.76712328768;40328.767123287675
