'Time (min)';'Total load (W)';'Average load (W)';'Maximum load (W)';'Medium load (W)';'Minimum load (W)'
0;2261.4194379710393;226.14194379710392;401.8952314486158;213.19508355472863;105.87535629700399
60;1878.0574577751595;187.80574577751594;302.65465554148585;120.67682400230271;102.59399917561639
120;1589.5968438253826;158.95968438253826;210.46219616256428;121.18509026262817;73.75977030948462
180;1238.6567059746853;123.86567059746854;186.650644296266;152.86430370981856;58.234950337723156
240;1270.6281534427596;127.06281534427596;178.59913478793527;126.01126192025988;49.60461222294911
300;925.5488770937549;92.55488770937549;143.3890452796335;112.92462659524928;41.57729097119339
360;1163.741109041183;116.37411090411831;155.50646824459236;113.81253304431762;47.62112158360167
420;1904.138815592869;190.4138815592869;283.4979540598599;116.56457545132237;52.461527537564656
480;2335.4201503548625;233.54201503548626;690.0025852688748;132.69288495781808;48.5068824207248
540;2847.2654739213735;284.7265473921374;544.0242654065086;269.8251301740083;86.03871865160224
600;1981.207728291302;198.1207728291302;272.861551103736;158.64185416019382;120.24407603120308
660;2703.659023948265;270.3659023948265;485.21287060425766;206.74111511425207;125.05898225226953
720;2966.3532953496538;296.63532953496536;464.60192200150243;216.0752789688753;137.39489562671045
780;4327.673351005696;432.76733510056954;743.1124994672314;481.0995052378551;167.6812962953761
840;3229.4496313914055;322.94496313914055;600.7702327764641;263.49856559121054;187.3094647694977
900;1796.4936239132894;179.64936239132894;260.1019534009791;207.4714562829541;90.30370811613676
960;1515.9743335416808;151.5974333541681;228.28257379852482;181.61993094316722;95.75340073063381
1020;1810.1683678369634;181.01683678369633;243.95525063502342;149.87533801561193;104.02675276418252
1080;2154.064714292795;215.40647142927952;219.86558917999983;144.39177253201743;116.37447280424942
1140;2490.8821504012526;249.08821504012525;525.3412965899633;215.50779583880555;118.6312005921821
1200;2777.5481340451133;277.7548134045113;550.6410308767412;250.146957602176;139.82195071671387
1260;3888.816322762649;388.8816322762649;642.6770582257337;380.8074909958242;204.22697913489424
1320;2700.9135286144415;270.09135286144414;486.27381046859443;265.28009075157786;167.0784590218753
1380;2411.0153753145055;241.10153753145056;413.1349812856496;226.70058057148796;152.1174864452441
