'Time (min)';'Total load (W)';'Average load (W)';'Maximum load (W)';'Medium load (W)';'Minimum load (W)'
0;1553.3059055392537;155.33059055392536;202.0553226291542;137.94931492927054;109.45935246972553
60;1243.4819600333658;124.34819600333658;166.08579017113607;113.28137584391787;84.40878041908415
120;1381.7684921060556;138.17684921060555;239.19201044938748;95.5463449759225;67.24678081345942
180;732.8522382626938;73.28522382626939;101.49462906261991;54.281041948102605;54.281041948102605
240;552.1721662128243;55.21721662128243;77.89193081245912;43.81549240771664;43.81549240771664
300;652.1496721704201;65.21496721704202;135.2067400686391;37.09888136488339;37.09888136488339
360;797.3631413775149;79.73631413775149;140.8130382489326;70.10675822758414;42.758642986334735
420;1097.1602761228048;109.71602761228048;237.04857781444164;81.89958081044185;54.33427294797053
480;1970.805198016354;197.0805198016354;255.3339105222794;138.9988308886987;60.04438812838178
540;3058.86581006644;305.886581006644;623.3936936832147;188.7285113893128;119.89026077130099
600;3190.321608969053;319.03216089690534;645.664770879041;147.92608711550386;87.45878880018306
660;2144.687735839039;214.4687735839039;528.8504488921466;160.94169480166488;74.83305936868888
720;1672.1708068243688;167.2170806824369;314.1670041102532;98.4106518736831;68.87533515131237
780;2189.0113395883277;218.90113395883276;400.46386682165564;234.9972575524875;95.86137396627367
840;3116.341181807021;311.6341181807021;457.02716673094267;329.8140969179348;162.03075862707317
900;3622.080970170905;362.2080970170905;537.575937458308;402.0308082397797;269.96234791201726
960;2224.677483563064;222.4677483563064;255.58890148092877;190.94151754703387;85.57591382979874
1020;3361.1905758006974;336.11905758006975;684.5210479213829;263.7560803262893;187.9281404632637
1080;3561.995525354767;356.1995525354767;483.29281497321807;249.15987138145022;167.2985061526344
1140;3226.373214462227;322.6373214462227;366.1127297886346;250.92113051281822;136.08158382681847
1200;2709.535416368597;270.9535416368597;393.5539675656902;177.90536137728583;133.91824513055226
1260;3268.072401244728;326.8072401244728;542.1513668220259;273.1870025515692;168.08427971699612
1320;2278.6453565539173;227.86453565539173;434.2942952110984;173.42516770819057;132.7273092813203
1380;1927.990539270111;192.7990539270111;214.016343626476;203.20597952971025;121.5289697776583
