'Time (min)';'Total load (W)';'Average load (W)';'Maximum load (W)';'Medium load (W)';'Minimum load (W)'
0;1970.2896104607235;197.02896104607234;278.33289275341895;191.13565469397292;109.45935246972553
60;1773.3676273953383;177.33676273953384;379.8840037105997;114.35701732816986;92.57662468728891
120;1523.7864661456197;152.37864661456197;177.22624492647944;113.18941966504269;67.24678081345942
180;974.4314799813183;97.44314799813182;139.5940002382399;118.38704964798623;54.281041948102605
240;771.7009425529365;77.17009425529365;107.92150010760022;71.99974081068005;43.81549240771664
300;640.3967125726305;64.03967125726305;101.2029049422117;64.50046004729059;37.09888136488339
360;1042.6571935839647;104.26571935839647;145.6770467981275;70.10675822758414;42.758642986334735
420;977.6985991808133;97.76985991808132;136.01128270002246;54.33427294797053;54.33427294797053
480;2377.0700004336745;237.70700004336746;535.3939326539929;87.87488467556565;60.04438812838178
540;2613.1581009120578;261.3158100912058;446.3905342493425;156.54046439381003;95.41337665411304
600;3133.656163794158;313.3656163794158;807.801588778977;164.65195201997273;79.21089251899787
660;3327.8567989545977;332.7856798954598;615.8509743982481;195.7130925774892;130.5811659502663
720;3048.2535680793835;304.82535680793836;837.653046752133;226.32677196251845;68.87533515131237
780;2826.7333265440707;282.6733326544071;424.79129287392834;214.42337215015337;142.12860090578107
840;2616.4456366416207;261.6445636641621;453.20231203632045;249.52720427088474;70.58540131359969
900;2099.8279985370846;209.98279985370846;426.8006925417114;150.33654578196743;120.39062559137781
960;2760.9921160958997;276.09921160959;559.6637651687677;164.25999428636499;65.27599396106139
1020;3347.959609393765;334.79596093937647;753.4592511928477;198.67865812988262;66.32322518660646
1080;3328.566402383555;332.8566402383555;526.9420379211057;204.63403139852733;112.84669067729862
1140;2411.4974274192027;241.14974274192028;319.64600585038073;227.00333910891723;168.15962705511996
1200;2544.483317089287;254.44833170892872;399.46572947746535;202.9373251231846;145.70547247639612
1260;2257.4257361100204;225.74257361100203;223.50972242635012;183.35054446682045;172.0189661804991
1320;3562.834694361605;356.28346943616054;670.419705297093;276.37471373434386;132.7273092813203
1380;1970.661137851003;197.0661137851003;306.52059199732236;197.99307785320295;121.5289697776583
