'Time (min)';'Total load (W)';'Average load (W)';'Maximum load (W)';'Medium load (W)';'Minimum load (W)'
0;2706.981559089849;270.69815590898486;822.7893738922572;140.5141835445101;58.835015309113764
60;2579.862994854798;257.98629948547983;817.5848059573085;129.5221613654242;53.32434100193399
120;3050.7586979053226;305.07586979053224;779.377113115079;67.05820555464297;38.209124650767535
180;2037.9202140114435;203.79202140114435;800.7884087693452;53.557693949447;31.03346689181542
240;2129.74571248846;212.974571248846;816.675966434416;89.20005229010731;29.256893926173316
300;2078.074131773105;207.80741317731048;771.5986677794472;72.13189499791144;30.463638425240045
360;1482.2476233912564;148.22476233912565;146.3280992641149;113.47744441041628;42.77116438906779
420;1351.8514657861874;135.18514657861874;174.69508239709378;116.66894496509282;57.499018358376446
480;2012.3401091272806;201.23401091272805;538.2296703717998;174.46744799214636;56.043393836038774
540;2287.002724249602;228.70027242496022;483.58000352253015;140.1441627279436;68.256609489778
600;2091.095684762833;209.1095684762833;487.90053857741674;90.92534943734577;64.2149285574282
660;1374.185044447296;137.4185044447296;281.63407982976986;87.05417646454568;64.2164641616178
720;1624.4266980609427;162.44266980609427;223.32949615792808;85.00020483227985;61.371951454383236
780;2104.469420207764;210.4469420207764;535.7822131632262;146.9028122959095;69.3360069018825
840;1365.0278037805756;136.50278037805757;192.0334212663277;152.82080905869407;93.90662265416057
900;2370.4830548655073;237.04830548655073;397.6724406151236;196.32485605633173;98.91608318853562
960;2620.7513665323577;262.07513665323575;525.5215871633111;218.14781659584034;113.31863244134254
1020;2192.8310678853086;219.28310678853086;372.1810648959156;211.72573604884693;138.4094534544719
1080;2636.7178648114364;263.6717864811436;423.7439675530684;252.2750089522302;158.57163587517218
1140;2528.688808153348;252.8688808153348;550.056887226658;162.01946409399108;146.39465532652338
1200;2233.582999096011;223.3582999096011;371.59526972848033;186.16760099978382;132.2914243716366
1260;2801.9315700342822;280.1931570034282;584.8646278862649;252.34611189146676;128.7377662718407
1320;4971.903477805765;497.1903477805765;669.631839130971;516.7915626764681;237.02672045658954
1380;3557.6627834577166;355.76627834577164;847.8615740234478;204.87596552032676;165.67181570179693
