'App_name';'App_nickname';0;1;2;3;4;5;6;7;8;9
'air_conditioner';'ac';0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'lighting';'lux';112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665
'fridge';'frg';60451.14155251141;60451.14155251141;60451.14155251141;60451.14155251141;60451.14155251141;60451.14155251141;60451.14155251141;60451.14155251141;60451.14155251141;60451.14155251141
'freezer';'frz';0.0;0.0;0.0;62969.93911719939;0.0;0.0;0.0;0.0;62969.93911719939;0.0
'electric_oven';'elo';27627.536184828692;27627.53618482869;27697.851095173035;27296.05397370384;27296.05397370384;28230.235938921393;27959.01922412801;28360.819496700027;27366.368055873714;28491.403398052244
'microwave_oven';'mwo';7959.6250901225685;8500.731280255435;0.0;9255.236960775974;8490.019569471626;8172.788134720364;0.0;0.0;9042.073916178177;0.0
'electric_boiler';'bo';0.0;223199.37258182577;222535.6995547167;0.0;226282.81490102538;0.0;0.0;0.0;226628.82386244833;0.0
'iron';'ir';34560.478664777205;31310.173515981736;36186.065694505814;36481.6077639885;36186.065694505814;32590.833406981885;32590.83340698189;33517.24137931035;36481.6077639885;37466.72558550596
'vacuum_cleaner';'vc';4824.1409001956945;4598.999782561426;5109.849513599364;4824.1409001956945;4711.551660568933;4711.551660568933;4711.551660568933;4598.999782561426;4884.708395965096;4997.260273972603
'washing_machine';'wm';47890.4109589041;47890.4109589041;47890.4109589041;47890.4109589041;47890.41095890411;47890.4109589041;47890.4109589041;47890.4109589041;47890.4109589041;47890.4109589041
'dish_washer';'dw';0.0;0.0;0.0;68054.79452054796;68054.79452054795;0.0;0.0;0.0;68054.79452054796;0.0
'tumble_drier';'td';0.0;0.0;0.0;0.0;0.0;0.0;47890.4109589041;0.0;0.0;0.0
'pc';'pc';33098.707007105404;0.0;0.0;0.0;32672.393392654023;33524.63978390893;33046.324055985475;0.0;0.0;33653.080528655635
'tv';'tv';29842.431937480906;30111.29124145891;30130.420931423265;30236.380299298704;29627.68212918406;29771.792357606348;29592.36265168409;30040.652285140703;29915.861676152006;30271.77336359588
'laptop';'lap';14930.920883421857;15132.875234679594;0.0;0.0;0.0;0.0;0.0;15224.459141836036;0.0;15254.987122549312
'hifi_stereo';'hs';13920.11999726099;0.0;13501.814374362322;0.0;0.0;13762.993050374873;0.0;13853.401076989048;13742.902281630864;13719.46319153666
'dvd_reader';'vr';0.0;17692.9827908574;17567.260790997214;17637.502062721185;17537.428474831064;17680.1192619739;17946.557736644398;17594.96224669472;0.0;17650.168740262307
