'App_name';'App_nickname';0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
'air_conditioner';'ac';0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'lighting';'lux';112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665;112811.77616666665
'fridge';'frg';102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182;102263.18112633182
'freezer';'frz';0.0;0.0;105789.49771689498;0.0;105789.49771689498;105789.49771689498;105789.49771689498;0.0;105789.49771689498;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'electric_oven';'elo';37221.89178232341;38851.913724616694;37947.8659043526;36687.68493677758;38030.05302971891;38030.05302971891;37221.89178232341;39290.24033888666;36317.853020512164;36687.68493677757;39029.98312589319;37591.728460083265;38756.02852937847;37947.8659043526;36221.9756393869;36317.853020512164;36769.87177462814
'microwave_oven';'mwo';0.0;0.0;8927.15051476219;8386.044324629323;8386.044324629323;9468.493150684932;9255.236960775972;9042.073916178178;9042.073916178177;9255.236960775974;9255.236960775974;8386.044324629323;0.0;8927.15051476219;9042.073916178177;0.0;8927.15051476219
'electric_boiler';'bo';0.0;0.0;383098.23416989954;379276.34018200927;0.0;379029.7661963126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;380918.8363602703;0.0
'iron';'ir';37171.726027397264;35200.75578649032;36481.6077639885;30670.027397260274;35841.138555777354;39092.53203711887;33920.332546055746;35200.75578649032;31950.450637694856;31950.450637694856;32935.159817351596;34215.819708351744;33231.302615193024;31310.17351598174;33231.302615193024;32935.159817351596;30670.027397260274
'vacuum_cleaner';'vc';7969.787382890419;7503.631224179169;7687.268498822996;7503.631224179169;8153.424657534246;8803.433789954339;7687.268498822996;8153.424657534246;8803.433789954339;8337.12289060949;8153.424657534246;7687.268498822996;8337.12289060949;7503.631224179169;8153.424657534246;7969.787382890419;8436.098282235269
'washing_machine';'wm';60493.150684931505;60493.150684931505;60493.150684931505;60493.15068493149;60493.150684931505;60104.08758320955;60493.15068493152;60493.150684931505;60493.150684931505;60493.15068493151;60493.150684931505;60493.15068493151;60493.15068493151;60493.150684931505;60493.15068493151;60493.150684931505;59331.24277933652
'dish_washer';'dw';0.0;88219.1780821918;0.0;88219.1780821918;0.0;88219.1780821918;88219.1780821918;87035.12436408373;88219.1780821918;0.0;0.0;88219.17808219178;88219.17808219178;0.0;0.0;0.0;0.0
'tumble_drier';'td';0.0;0.0;0.0;0.0;0.0;0.0;0.0;93260.27397260274;0.0;0.0;93260.27397260274;0.0;0.0;0.0;0.0;0.0;0.0
'pc';'pc';33548.74916201823;32966.105325534736;0.0;0.0;33046.324055985475;0.0;33074.45004380298;33363.910405616814;32941.995914951855;0.0;33283.545740384725;33363.91040561682;0.0;0.0;0.0;0.0;0.0
'tv';'tv';57439.0448622336;56921.2781279321;57538.01054071895;56962.739078803075;57232.23561116039;56719.1557031248;56791.7124363807;57714.07829655269;57066.2488576514;57439.185813539254;57164.50367489347;56309.728326904;57066.2488576514;57133.623586750204;56926.1013947522;57164.861474361656;57574.288914836834
'laptop';'lap';15038.9429428195;0.0;0.0;15038.83233131044;15177.493003387834;14806.460716960843;15177.216231616032;0.0;0.0;15083.560786374666;0.0;0.0;0.0;14898.044658977971;0.0;0.0;0.0
'hifi_stereo';'hs';14050.95957496856;0.0;0.0;13387.967551244392;13719.46319153666;0.0;14027.520449577769;13786.432078700484;13675.933363062224;0.0;14271.957541072106;14117.928693479744;0.0;0.0;0.0;14007.429746494123;13762.993050374873
'dvd_reader';'vr';17876.23862689089;17454.246713704826;17637.57987702696;17665.28133272447;17861.322441582757;17594.96224669472;0.0;17705.76809343866;17650.36516535553;0.0;17567.26079099721;17748.385714268526;0.0;17961.395689228608;17720.684251385283;17805.91952292194;17861.322441582754
