'Time (min)';'Total load (W)';'Average load (W)';'Maximum load (W)';'Medium load (W)';'Minimum load (W)'
0;2359.21362542076;138.7772720835741;140.5141835445101;81.62698527674978;58.835015309113764
60;2354.3936910518955;138.49374653246446;135.00350923733032;85.3773448518758;76.42241734180098
120;2292.762715702836;134.8683950413433;119.88684786377118;63.66206322787757;60.84877598073798
180;1591.3820263324806;93.61070743132238;143.86181598178905;53.557693949447;47.06022102391394
240;1261.4468164782947;74.20275391048793;141.9170648703368;51.804292648544035;29.256893926173316
300;1111.9409558815735;65.4082915224455;112.13923898112648;52.38490137116582;30.463638425240045
360;1572.6807436120996;92.51063197718233;125.92369186283001;64.6496565820673;42.77116438906779
420;1525.5186115475196;89.73638891455998;150.25207458769506;57.499018358376446;57.499018358376446
480;2280.2085613413647;134.12991537302145;169.22954635588474;64.40560982327538;56.043393836038774
540;2312.527747600448;136.03104397649693;194.26452819888019;90.1550346566237;68.256609489778
600;4252.573023997301;250.1513543527824;524.3552147329592;145.8919383094801;64.2149285574282
660;5330.826182664356;313.5780107449621;522.7446407950924;218.72102774886915;64.2164641616178
720;4830.841297179979;284.16713512823407;560.3900839921655;161.02169196895287;82.58439849853283
780;6031.5723879627485;354.79837576251464;819.551403260094;221.1539078185577;123.65405335810641
840;4691.119293321579;275.9481937247988;785.668679325206;162.51889186202234;132.02289348689558
900;5022.8491838409645;295.46171669652733;563.209296135504;157.12326552957907;131.49515794498527
960;7208.624002048187;424.03670600283453;838.8225942202477;244.23492138978287;108.24057270931145
1020;6370.025902170241;374.7074060100142;724.5193154137833;248.29196012791232;169.1778766055091
1080;4093.867172379294;240.81571602231142;388.31979067251075;199.39596351126892;136.9733818828644
1140;4166.136292448434;245.0668407322608;344.5447845674597;238.4682736077917;164.41856054049094
1200;4994.5791975183665;293.7987763246098;345.06132841653306;248.41280160452266;155.7352727000315
1260;5013.1735425201105;294.8925613247124;485.3555201206289;210.41406849608816;136.90546724704592
1320;4572.555325612866;268.97384268310975;486.38759024027433;222.42948613675756;139.30091970390288
1380;4519.773178208504;265.8690104828532;498.3071592926958;165.67110224084524;106.6991854079405
