'Time (min)';'Total load (W)';'Average load (W)';'Maximum load (W)';'Medium load (W)';'Minimum load (W)'
0;2882.323832955461;169.54846076208594;245.27615343878833;91.50668260327231;58.835015309113764
60;2518.9836134648453;148.17550667440267;202.68551779683403;91.38048580510716;53.32434100193399
120;2865.989556990726;168.5876209994545;334.67632003649214;119.88756733281512;38.209124650767535
180;2881.6766649977053;169.51039205868855;350.47767216067643;76.5033058728296;31.03346689181542
240;1777.2162616147984;104.54213303616461;128.61691244024135;51.804292648544035;29.256893926173316
300;1402.8465652381649;82.52038619048028;52.38490137116582;30.463638425240045;30.463638425240045
360;1660.682002323994;97.68717660729376;103.49161086293891;48.81563642911591;42.77116438906779
420;2027.7944025695085;119.28202368055932;178.38845915933882;57.499018358376446;57.499018358376446
480;2277.9299438086696;133.9958790475688;137.72329378659572;78.30779107378584;56.043393836038774
540;2906.0560224403994;170.94447190825878;177.0571062106443;90.1550346566237;68.256609489778
600;4124.021064832702;242.58947440192364;502.0559721003282;109.78793223267041;64.2149285574282
660;3821.4888312349804;224.7934606608812;422.20733174152645;158.29139401802968;66.93912749330302
720;4122.080892753752;242.47534663257363;468.3331294998986;173.68210728939886;61.371951454383236
780;3979.4445196351976;234.0849717432469;497.20717317181686;174.26036639557202;83.22586048303457
840;4317.918112858456;253.99518310932095;510.81521464616924;185.6204102597059;71.14590438421305
900;5029.201392195762;295.83537601151545;562.0848185955664;221.22884912797755;75.44482284753148
960;5539.002739534483;325.82369056085196;559.3449791619262;233.91325002866267;171.6332209273155
1020;6452.23008080525;379.5429459297206;744.7206305890312;242.71021650351574;138.4094534544719
1080;6922.912604252152;407.2301531913031;716.0937081409326;344.09936248565583;186.57721075160822
1140;4883.41732196833;287.2598424687253;374.9887978949707;231.83395240729809;171.5481183854217
1200;4817.573249282158;283.38666172247986;407.7867826873548;233.55169834423927;141.82016325032603
1260;5015.767315431354;295.04513620184434;511.3546769945616;215.2554302949121;155.8411312318893
1320;4178.599132396812;245.79994896451834;375.5182393780818;143.37051734240686;116.14484742505623
1380;3349.2392412805134;197.0140730165008;343.40486374043525;165.66899716327435;83.9940924887933
