'Time (min)';'Total load (W)';'Average load (W)';'Maximum load (W)';'Medium load (W)';'Minimum load (W)'
0;1805.2837067164005;361.0567413432801;638.5294954859147;358.94889913152457;153.52069483792283
60;1605.4046297105117;321.08092594210234;554.0654524659587;285.12200973625545;164.2382763825713
120;1408.4226611704512;281.6845322340902;518.6910427369363;175.80278885956122;155.43749352248827
180;1356.3687222338278;271.2737444467656;649.0932627498221;139.91267355072674;72.37547176945094
240;1761.4499351138616;352.2899870227723;671.717074618744;433.83362414973664;119.12878138123232
300;1047.325371011678;209.46507420233561;449.1761484862017;112.27989812983238;41.57729097119339
360;907.2459011170986;181.44918022341972;385.9430405581326;72.19433062157754;57.04813587142022
420;865.671188802414;173.1342377604828;364.67310479529914;116.56555111489297;52.461527537564656
480;917.3090783111624;183.46181566223248;320.280934779532;162.60003406937298;100.86012204229642
540;858.3063682034729;171.66127364069456;305.03506613109505;117.2970886012173;93.79029583364164
600;896.665120488114;179.3330240976228;365.6978162751235;120.24306720269254;56.137059502808945
660;2253.0409497808155;450.6081899561631;877.6246399005732;461.98449286193346;77.78640585907391
720;2134.461956387575;426.892391277515;1088.5481963426344;415.77824873856963;73.28988551490818
780;2439.2732838716365;487.8546567743273;880.8961487873103;510.8151419617888;176.0528258716542
840;2791.7074395515046;558.3414879103009;724.8627301336985;661.567383186615;592.7789294389847
900;1937.089121936087;387.41782438721737;622.1570993045774;533.9845361721659;138.022126144727
960;1877.5886138367312;375.51772276734624;764.6692215365713;391.8260344394824;61.05985941994035
1020;1263.132021436258;252.62640428725157;503.3041140594601;127.16845058013043;125.91985538374512
1080;1530.7864250165767;306.15728500331534;458.4940527731321;407.2491003968963;157.5548652634149
1140;1287.850921309916;257.5701842619832;464.5045165014785;302.20496704038726;83.59414102115936
1200;2582.32342110661;516.464684221322;791.777192429709;541.5911354030663;363.35684281112816
1260;1943.340834226046;388.66816684520916;517.2868682325252;438.5406182603403;399.5786734955411
1320;2478.859806182289;495.7719612364578;724.2933224528322;601.4563709828342;334.53366415715107
1380;2223.237751213103;444.6475502426206;1029.873552919713;396.01115555928425;118.05984706652332
